Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P d,0-3 d,3-10 d,10-16 d,16-3P d,3P d,,2P p,0-3 p,3-10 p,10-16 p,16-3P p,3P p,,2P a,3P a,,%FGA du,#,,%3PA c,3P% c,,Att.,#
488,Fred VanVleet\vanvlfr01,SG,25,TOR,54,1928,0.413,15.4,,0.516,0.307,0.113,0.038,0.06,0.484,,0.434,0.549,0.23,0.276,0.326,0.39,,0.185,0.692,,0,0,,0.158,0.441,,1,0
489,Gabe Vincent\vincega01,PG,23,MIA,9,83,0.216,21.1,,0.27,0.081,0.081,0.108,0,0.73,,0.2,0.333,0.333,0,,0.222,,0.5,0.833,,0,0,,0.111,0.333,,0,0
490,Noah Vonleh\vonleno01,C,24,TOT,36,377,0.565,6.8,,0.837,0.511,0.315,0,0.011,0.163,,0.636,0.723,0.517,,0,0.2,,0.551,1,,0.174,14,,0.2,0.333,,0,0
491,Nikola Vučević\vucevni01,C,29,ORL,62,1998,0.477,12.5,,0.72,0.235,0.27,0.131,0.084,0.28,,0.531,0.675,0.487,0.43,0.425,0.339,,0.719,0.99,,0.03,27,,0.031,0.778,,0,0
492,Dean Wade\wadede01,PF,23,CLE,12,71,0.692,8.5,,0.692,0.615,0.077,0,0,0.308,,0.778,0.75,1,,,0.5,,0.714,1,,0.308,4,,0.5,0.5,,0,0
493,Moritz Wagner\wagnemo01,C,22,WAS,45,835,0.545,9.6,,0.699,0.489,0.188,0.015,0.008,0.301,,0.645,0.777,0.34,0.5,0,0.313,,0.767,1,,0.09,21,,0.163,0.385,,0,0
494,Dion Waiters\waitedi01,SG,28,TOT,10,207,0.414,15.8,,0.525,0.293,0.071,0.04,0.121,0.475,,0.5,0.586,0.286,0.75,0.333,0.319,,0.385,0.8,,0,0,,0.191,0.333,,0,0
495,Kemba Walker\walkeke02,PG,29,BOS,56,1742,0.425,17.6,,0.468,0.198,0.111,0.076,0.082,0.532,,0.476,0.597,0.273,0.471,0.466,0.381,,0.247,0.489,,0,0,,0.053,0.36,,5,0
496,Lonnie Walker\walkelo01,SG,21,SAS,61,988,0.426,12.4,,0.717,0.317,0.188,0.09,0.123,0.283,,0.434,0.584,0.313,0.281,0.341,0.406,,0.595,0.951,,0.056,17,,0.248,0.36,,2,0
497,Tyrone Wallace\wallaty01,SG,25,ATL,14,160,0.318,11.9,,0.659,0.432,0.136,0.068,0.023,0.341,,0.448,0.579,0.167,0.333,0,0.067,,0.615,0,,0.023,1,,0.267,0,,1,0
498,Derrick Walton\waltode01,PG,24,TOT,26,248,0.462,20.5,,0.385,0.077,0,0.154,0.154,0.615,,0.533,0.667,,0.5,0.5,0.417,,0.25,0.9,,0,0,,0.25,0.167,,0,0
499,Brad Wanamaker\wanambr01,PG,30,BOS,71,1369,0.448,12.3,,0.718,0.296,0.235,0.083,0.105,0.282,,0.481,0.692,0.271,0.433,0.395,0.363,,0.432,0.892,,0.011,4,,0.049,0.8,,0,0
500,T.J. Warren\warretj01,SF,26,IND,67,2202,0.536,12,,0.773,0.275,0.171,0.216,0.112,0.227,,0.575,0.759,0.465,0.488,0.455,0.403,,0.609,0.901,,0.037,37,,0.412,0.419,,0,0
501,P.J. Washington\washipj01,PF,21,CHO,58,1759,0.455,12.3,,0.61,0.324,0.25,0.024,0.012,0.39,,0.507,0.66,0.34,0.214,0.429,0.374,,0.786,0.965,,0.109,59,,0.274,0.508,,0,0
502,Yuta Watanabe\watanyu01,SF,25,MEM,18,105,0.441,10.9,,0.765,0.353,0.176,0.147,0.088,0.235,,0.462,0.583,0.5,0.2,0.333,0.375,,0.5,1,,0.147,3,,0.25,0.5,,0,0
503,Tremont Waters\watertr01,PG,22,BOS,11,119,0.286,16.8,,0.51,0.143,0.184,0.122,0.061,0.49,,0.4,0.714,0.222,0.167,0.667,0.167,,0.2,0.25,,0,0,,0.125,0,,0,0
504,Paul Watson\watsopa01,SF,25,TOT,10,87,0.385,14.6,,0.538,0.308,0.154,0.038,0.038,0.462,,0.429,0.75,0,0,0,0.333,,0.667,1,,0.115,3,,0.083,0,,0,0
505,Quinndary Weatherspoon\weathqu01,SG,23,SAS,11,78,0.294,13.7,,0.706,0.353,0.176,0.059,0.118,0.294,,0.333,0.333,0.667,0,0,0.2,,0.75,0,,0.059,0,,0.2,0,,1,0
506,Russell Westbrook\westbru01,PG,31,HOU,57,2049,0.472,10.1,,0.834,0.415,0.142,0.13,0.148,0.166,,0.514,0.64,0.363,0.404,0.402,0.258,,0.235,0.655,,0.041,40,,0.192,0.22,,0,0
507,Coby White\whiteco01,PG,19,CHI,65,1674,0.394,16,,0.525,0.258,0.106,0.054,0.107,0.475,,0.43,0.529,0.321,0.372,0.329,0.354,,0.263,0.759,,0.01,4,,0.141,0.377,,1,0
508,Derrick White\whitede01,SG,25,SAS,68,1677,0.458,14.2,,0.609,0.254,0.192,0.094,0.069,0.391,,0.518,0.6,0.528,0.385,0.368,0.366,,0.385,0.81,,0.02,10,,0.148,0.344,,3,0
509,Hassan Whiteside\whiteha01,C,30,POR,67,2008,0.621,5,,0.99,0.558,0.259,0.108,0.064,0.01,,0.622,0.74,0.511,0.395,0.422,0.571,,0.646,1,,0.188,128,,0,,,0,0
510,Andrew Wiggins\wiggian01,SF,24,TOT,54,1858,0.447,13.6,,0.658,0.251,0.212,0.102,0.094,0.342,,0.506,0.686,0.454,0.33,0.337,0.332,,0.393,0.775,,0.034,31,,0.138,0.326,,0,0
511,Grant Williams\willigr01,PF,21,BOS,69,1043,0.412,14.2,,0.545,0.265,0.19,0.071,0.019,0.455,,0.548,0.661,0.55,0.267,0,0.25,,0.619,0.875,,0.033,5,,0.427,0.293,,2,0
512,Johnathan Williams\willijo04,PF,24,WAS,15,180,0.559,8.7,,0.941,0.412,0.265,0.118,0.147,0.059,,0.594,0.857,0.556,0,0.4,0,,0.579,,,0.118,4,,0.5,0,,1,0
513,Kenrich Williams\willike04,PF,25,NOP,39,832,0.347,17.8,,0.34,0.259,0.048,0.014,0.02,0.66,,0.52,0.553,0.429,0.5,0.333,0.258,,0.654,0.96,,0.034,4,,0.433,0.357,,2,0
514,Lou Williams\willilo02,PG,33,LAC,65,1864,0.418,14.8,,0.663,0.193,0.183,0.145,0.142,0.337,,0.451,0.575,0.409,0.368,0.421,0.352,,0.207,0.64,,0.005,3,,0.229,0.347,,1,0
515,Marvin Williams\willima02,PF,33,TOT,58,1129,0.446,17.4,,0.416,0.139,0.195,0.06,0.022,0.584,,0.568,0.838,0.481,0.375,0.167,0.359,,0.667,0.982,,0.011,2,,0.365,0.474,,1,0
516,Robert Williams\williro04,C,22,BOS,29,388,0.727,3,,1,0.784,0.136,0.023,0.057,0,,0.727,0.797,0.417,1,0.4,,,0.813,,,0.455,36,,,,,0,0
517,Nigel Williams-Goss\willini01,PG,25,UTA,10,50,0.313,15.5,,0.563,0,0.438,0.063,0.063,0.438,,0.333,,0.429,0,0,0.286,,0.667,1,,0,0,,0.286,0.5,,0,0
518,Zion Williamson\willizi01,PF,19,NOP,24,668,0.583,3.5,,0.961,0.744,0.183,0.022,0.011,0.039,,0.59,0.668,0.333,0.375,0,0.429,,0.755,1,,0.178,58,,0,,,0,0
519,D.J. Wilson\wilsodj01,PF,23,MIL,37,363,0.394,16.7,,0.447,0.227,0.106,0.053,0.061,0.553,,0.576,0.767,0.357,0.286,0.5,0.247,,0.853,0.944,,0.121,13,,0.247,0.556,,0,0
520,Justise Winslow\winslju01,SG,23,MIA,11,352,0.388,10.4,,0.791,0.256,0.372,0.085,0.078,0.209,,0.431,0.606,0.354,0.455,0.2,0.222,,0.5,0.833,,0.031,3,,0.296,0.125,,0,0
521,Christian Wood\woodch01,PF,24,DET,62,1325,0.567,10.1,,0.724,0.409,0.234,0.041,0.039,0.276,,0.636,0.793,0.445,0.381,0.4,0.386,,0.714,0.926,,0.242,115,,0.279,0.385,,0,0
522,Delon Wright\wrighde01,PG,27,DAL,73,1570,0.462,11,,0.691,0.37,0.265,0.032,0.024,0.309,,0.504,0.645,0.349,0.385,0.2,0.37,,0.308,0.809,,0.022,8,,0.173,0.5,,3,0
523,Justin Wright-Foreman\wrighju02,PG,22,UTA,4,45,0.35,17.2,,0.5,0.1,0.2,0.15,0.05,0.5,,0.5,0.5,0.5,0.333,1,0.2,,0.4,0.5,,0,0,,0.1,1,,0,0
524,Thaddeus Young\youngth01,PF,31,CHI,64,1591,0.448,11.9,,0.631,0.329,0.25,0.023,0.028,0.369,,0.501,0.601,0.413,0.214,0.353,0.356,,0.568,0.937,,0.048,26,,0.423,0.362,,2,0
525,Trae Young\youngtr01,PG,21,ATL,60,2120,0.437,16.8,,0.545,0.183,0.167,0.146,0.05,0.455,,0.501,0.596,0.452,0.467,0.413,0.361,,0.161,0.298,,0,0,,0.033,0.579,,1,1
526,Cody Zeller\zelleco01,C,27,CHO,58,1341,0.524,6.6,,0.843,0.57,0.242,0.027,0.004,0.157,,0.577,0.659,0.422,0.154,1,0.24,,0.704,0.944,,0.14,63,,0.053,0.5,,0,0
527,Tyler Zeller\zellety01,C,30,SAS,2,4,0.25,3,,1,0.5,0.5,0,0,0,,0.25,0,0.5,,,,,1,,,0,0,,,,,0,0
528,Ante Žižić\zizican01,C,23,CLE,22,221,0.569,4.1,,1,0.514,0.361,0.111,0.014,0,,0.569,0.622,0.462,0.75,0,,,0.756,,,0.042,1,,,,,0,0
529,Ivica Zubac\zubaciv01,C,22,LAC,72,1326,0.613,3.4,,0.995,0.691,0.229,0.042,0.034,0.005,,0.616,0.684,0.42,0.438,0.769,0,,0.725,,,0.265,97,,0,,,0,0
